field_id,crop,variety,soil_type,planting_date,harvest_date,fertilizer_kg_ha,pesticide_l_ha,yield_kg_ha
122,Paddy,B,clay,2000-07-09,2000-10-18,186.04,48.3,5684.59
80,Maize,B,sandy,2015-08-09,2015-11-20,81.63,35.08,4813.48
16,Paddy,C,sandy,2002-06-18,2002-10-24,86.49,25.53,6069.09
36,Cotton,B,loam,2018-03-01,2018-06-25,67.55,32.8,2761.09
169,Jowar,C,loam,2011-12-12,2012-05-09,99.09,32.29,3303.37
154,Paddy,C,sandy,2002-07-20,2002-10-19,64.5,33.58,5069.66
154,Maize,B,loam,2022-10-15,2023-01-25,89.27,1.82,5670.03
114,Paddy,B,loam,2019-01-11,2019-05-24,120.53,17.38,7366.0
93,Maize,A,sandy,2005-06-04,2005-10-25,119.91,41.11,5731.82
115,Maize,B,loam,2010-10-02,2011-02-17,157.42,1.55,5203.77
49,Maize,C,clay,2015-03-17,2015-06-29,75.93,6.17,3964.89
91,Maize,C,sandy,2000-11-20,2001-03-24,127.25,23.55,6021.9
16,Cotton,C,sandy,2009-10-30,2010-03-13,90.85,15.94,2023.22
45,Paddy,A,clay,2017-07-10,2017-11-07,54.32,24.08,6422.79
3,Jowar,C,clay,2002-03-30,2002-08-26,77.35,41.76,2519.37
173,Paddy,A,loam,2019-11-13,2020-03-09,73.42,1.73,5851.81
170,Maize,B,clay,2009-11-05,2010-03-15,74.89,16.78,4548.72
87,Paddy,C,loam,2001-05-12,2001-09-16,98.47,41.34,6260.98
178,Jowar,A,sandy,2012-12-28,2013-05-07,130.47,37.41,2900.45
128,Paddy,A,sandy,2023-01-04,2023-05-13,170.96,8.14,5084.95
60,Cotton,B,clay,2019-11-26,2020-03-15,162.22,38.49,2402.99
69,Maize,C,clay,1998-07-11,1998-12-06,171.56,26.73,5358.43
87,Paddy,C,sandy,2017-12-18,2018-05-01,143.72,49.11,5780.44
51,Jowar,B,sandy,2019-10-01,2020-01-17,126.94,2.68,2692.18
59,Jowar,B,loam,2004-06-14,2004-10-15,65.52,26.57,3157.01
29,Maize,C,clay,2007-12-06,2008-04-03,184.39,19.96,4991.6
56,Maize,A,sandy,2007-04-16,2007-07-31,182.67,24.14,5943.92
14,Jowar,A,clay,2007-11-14,2008-04-02,149.45,15.41,2763.75
132,Paddy,B,loam,2003-03-29,2003-07-11,96.0,8.84,6470.23
76,Jowar,B,clay,2017-07-06,2017-11-03,148.3,49.44,3343.17
89,Maize,A,clay,2013-09-17,2013-12-16,144.61,9.15,4063.99
124,Cotton,A,clay,1999-06-29,1999-10-05,169.6,43.28,2986.69
13,Paddy,B,loam,1998-09-07,1998-12-06,180.59,13.91,5798.44
62,Paddy,B,sandy,2016-04-22,2016-08-07,182.15,16.81,5532.52
174,Paddy,A,clay,2006-02-10,2006-06-30,88.15,0.88,5775.74
151,Maize,B,clay,2019-12-11,2020-03-21,94.33,47.9,5089.68
121,Cotton,C,sandy,1999-11-12,2000-02-19,93.38,38.3,2553.95
32,Jowar,A,sandy,2009-09-25,2010-01-04,83.22,33.52,2554.7
195,Paddy,B,clay,1999-09-12,2000-02-02,130.97,12.7,4938.17
56,Maize,C,clay,1999-03-23,1999-08-18,53.89,41.22,5831.92
50,Maize,B,loam,2016-03-06,2016-07-02,109.87,5.89,4627.64
126,Maize,B,sandy,2021-08-15,2022-01-11,152.85,28.2,5251.89
10,Jowar,A,sandy,1999-11-03,2000-02-27,102.29,36.52,3230.16
52,Jowar,C,loam,2019-11-06,2020-02-16,110.07,46.21,2767.82
117,Jowar,C,sandy,2012-07-17,2012-11-06,140.13,9.22,2784.69
34,Paddy,A,clay,2001-09-18,2001-12-30,120.65,19.94,5696.88
17,Maize,C,clay,2011-12-14,2012-03-19,114.66,23.06,3563.26
131,Cotton,B,sandy,2012-04-03,2012-08-31,119.42,35.3,2157.91
137,Cotton,C,loam,1999-10-19,2000-02-16,152.65,29.91,2606.31
160,Paddy,A,loam,2019-08-10,2019-12-21,156.62,2.71,5571.03
116,Jowar,C,clay,2021-11-01,2022-02-12,87.36,43.23,2915.44
18,Paddy,B,clay,2002-01-18,2002-04-23,118.49,46.35,4512.54
163,Maize,C,sandy,2008-04-29,2008-08-07,68.51,30.31,5174.38
85,Paddy,A,clay,2003-05-01,2003-09-14,188.18,9.36,6573.37
162,Jowar,C,sandy,2013-05-27,2013-10-09,166.66,40.43,3057.61
96,Maize,B,clay,2011-07-11,2011-11-12,103.87,46.15,5923.58
149,Paddy,B,loam,2016-03-13,2016-07-09,104.47,13.53,5349.11
30,Paddy,B,loam,2021-01-18,2021-06-03,79.54,20.08,5592.67
173,Maize,A,clay,1999-07-10,1999-11-28,196.4,17.25,5115.6
139,Cotton,A,loam,2006-03-19,2006-07-06,194.2,40.62,3100.83
163,Cotton,B,loam,2000-11-06,2001-03-23,137.0,14.96,2678.69
122,Jowar,B,loam,2020-01-16,2020-04-27,73.45,18.57,3331.87
7,Paddy,A,clay,2018-08-29,2018-12-14,169.16,44.4,4710.71
167,Cotton,A,sandy,2014-09-06,2015-01-07,136.71,49.96,2071.33
30,Cotton,C,clay,2010-07-30,2010-11-18,123.16,15.37,2480.31
107,Maize,A,loam,2000-01-26,2000-05-03,129.01,13.05,5248.56
181,Jowar,A,loam,2004-08-30,2004-12-24,114.78,21.61,3089.8
31,Paddy,A,clay,2007-09-29,2008-01-17,143.73,8.11,6660.43
79,Maize,B,clay,2015-12-16,2016-04-01,148.66,24.56,5088.54
182,Cotton,A,loam,2017-07-07,2017-10-13,195.65,42.99,2930.39
49,Cotton,A,clay,2010-05-05,2010-09-15,142.59,35.02,2531.0
84,Cotton,B,loam,2007-10-22,2008-03-12,180.45,13.22,2826.87
116,Jowar,B,loam,2010-04-19,2010-09-10,184.77,2.26,3406.78
59,Cotton,A,clay,2022-09-19,2022-12-27,91.56,44.38,2021.01
137,Cotton,C,loam,2022-07-28,2022-11-11,125.26,26.28,2697.45
78,Paddy,A,loam,2008-11-20,2009-03-27,106.26,48.96,6938.92
82,Paddy,C,sandy,2011-06-28,2011-10-26,189.45,3.39,6337.41
161,Jowar,C,clay,2009-05-05,2009-09-24,89.97,47.71,3081.0
1,Paddy,B,loam,2006-08-02,2006-11-14,145.0,49.67,5873.9
141,Cotton,B,loam,2012-01-18,2012-06-01,148.26,48.04,2749.07
54,Paddy,A,loam,2011-07-05,2011-10-25,163.86,8.72,6209.14
192,Maize,C,sandy,2021-08-13,2021-12-27,98.16,22.2,4316.24
140,Paddy,A,clay,2000-05-05,2000-09-01,59.43,19.11,5726.21
10,Jowar,C,sandy,2022-05-29,2022-10-17,188.54,2.58,3343.7
63,Maize,B,clay,2020-09-23,2021-01-27,177.18,15.33,3090.8
133,Maize,B,loam,2000-07-13,2000-10-29,111.55,14.26,5643.53
130,Maize,A,clay,1999-12-11,2000-04-07,119.58,7.85,4943.83
80,Cotton,B,sandy,2004-03-10,2004-07-20,118.83,47.19,2268.56
196,Jowar,C,sandy,2016-03-05,2016-06-30,189.53,36.57,3452.18
194,Jowar,B,clay,2011-04-21,2011-08-08,59.43,17.73,2910.26
132,Maize,C,sandy,2013-12-11,2014-04-18,52.7,31.5,4521.5
168,Maize,C,loam,1998-03-09,1998-07-06,150.93,35.88,5313.99
187,Maize,A,loam,2015-09-02,2016-01-23,179.78,1.53,5563.89
39,Jowar,B,loam,2011-01-30,2011-06-11,154.91,33.11,3559.54
14,Paddy,C,sandy,2014-11-13,2015-03-25,56.73,19.13,6596.95
59,Jowar,C,sandy,2000-04-03,2000-08-26,61.81,40.13,2528.82
34,Cotton,A,clay,2020-01-17,2020-04-17,191.37,24.15,2968.38
159,Paddy,C,loam,2006-02-01,2006-06-26,149.17,13.06,5933.56
189,Cotton,C,loam,2006-10-09,2007-02-21,198.78,35.62,2692.58
186,Jowar,A,sandy,2000-06-18,2000-10-27,167.82,31.98,2985.53
117,Jowar,B,sandy,2022-08-19,2022-11-17,86.5,14.63,3122.81
77,Paddy,B,sandy,2023-03-14,2023-08-01,71.2,5.88,7316.67
67,Maize,A,sandy,1998-11-17,1999-03-17,181.43,9.43,5337.03
195,Jowar,A,sandy,2007-04-18,2007-08-02,83.66,42.61,3243.54
85,Jowar,B,loam,2015-05-03,2015-09-04,163.76,1.61,3569.49
52,Maize,B,loam,2001-03-10,2001-07-05,169.89,49.47,5669.57
116,Cotton,A,loam,2019-10-30,2020-02-11,56.8,21.97,2323.56
171,Jowar,A,clay,2004-08-18,2004-12-10,149.39,7.56,3284.97
93,Cotton,B,clay,2008-11-13,2009-03-29,197.34,46.38,2371.21
116,Cotton,C,sandy,2004-08-28,2004-12-05,78.5,5.78,2300.53
110,Cotton,C,clay,2009-12-03,2010-04-22,103.0,16.16,2336.4
38,Cotton,C,clay,1999-09-18,1999-12-19,199.93,8.69,2909.51
24,Jowar,A,loam,2012-11-28,2013-04-10,197.07,21.27,3742.86
57,Paddy,B,sandy,2000-06-01,2000-09-18,147.67,32.95,6425.29
164,Jowar,A,clay,2001-09-27,2002-01-12,105.52,29.75,2985.1
89,Jowar,A,clay,2015-03-05,2015-07-03,88.36,48.23,2925.99
103,Jowar,B,clay,2000-05-03,2000-09-22,168.91,41.85,3219.39
37,Maize,C,sandy,2002-09-03,2003-01-28,134.94,12.89,5836.04
38,Cotton,B,clay,2018-04-13,2018-08-10,141.69,5.1,2158.13
192,Jowar,B,loam,2013-10-25,2014-03-16,78.79,34.75,2830.05
157,Maize,A,sandy,2013-03-23,2013-07-20,186.89,35.25,5599.03
134,Maize,C,clay,2002-07-04,2002-10-19,79.35,42.17,4283.79
55,Cotton,C,loam,2019-10-31,2020-03-15,148.23,45.26,2875.75
28,Paddy,C,clay,2006-08-31,2006-12-14,79.65,28.26,6127.73
73,Maize,B,sandy,2007-09-28,2008-01-16,81.25,20.74,4930.17
43,Paddy,B,loam,2001-12-18,2002-03-23,101.92,12.37,4874.65
67,Jowar,C,sandy,2012-03-19,2012-06-17,106.72,8.09,2813.88
68,Jowar,A,clay,2018-08-28,2018-11-26,185.09,16.47,3528.9
62,Paddy,C,sandy,2016-06-29,2016-11-16,135.9,40.81,5479.66
78,Jowar,A,sandy,2005-10-03,2006-02-17,90.41,21.55,2280.62
65,Maize,C,sandy,2023-04-21,2023-09-11,62.67,27.57,4341.94
112,Maize,A,clay,2005-02-16,2005-06-25,99.34,11.79,5805.01
153,Jowar,A,sandy,2005-11-11,2006-03-05,198.95,12.53,3128.89
14,Jowar,C,loam,2007-05-14,2007-10-07,163.4,46.46,3902.97
46,Jowar,A,sandy,2010-05-15,2010-08-27,199.3,23.99,3294.96
42,Jowar,A,clay,2009-12-12,2010-03-16,53.88,7.11,3129.97
122,Cotton,A,sandy,2001-07-08,2001-10-15,61.32,23.7,1942.29
21,Cotton,C,sandy,2010-01-12,2010-05-05,73.09,29.6,2527.5
85,Cotton,C,loam,2012-09-17,2013-01-01,145.99,9.11,2570.08
15,Jowar,B,clay,2003-10-15,2004-02-21,134.51,30.39,3158.75
172,Maize,C,clay,2011-09-24,2012-02-02,182.88,28.06,4433.86
22,Maize,A,sandy,2012-11-15,2013-02-18,100.94,45.41,5347.24
183,Paddy,C,loam,2018-02-23,2018-07-22,54.99,41.22,6348.68
193,Jowar,C,sandy,2008-11-27,2009-03-12,158.75,40.39,3217.99
27,Maize,C,clay,2009-06-28,2009-11-03,102.49,43.43,4072.21
196,Maize,C,sandy,2006-01-23,2006-06-15,101.08,0.71,4315.22
144,Maize,C,clay,2021-06-13,2021-10-28,199.21,23.08,6190.5
34,Maize,B,loam,2016-02-13,2016-06-25,92.42,10.9,5016.17
110,Maize,C,loam,2014-05-13,2014-09-30,71.77,36.86,4602.09
170,Jowar,C,sandy,2005-02-12,2005-06-01,126.73,45.56,3129.87
28,Jowar,A,clay,2020-09-28,2021-01-01,174.71,20.48,3333.57
194,Maize,C,sandy,2023-12-06,2024-03-28,191.32,33.39,4913.92
18,Cotton,C,clay,2008-10-31,2009-03-05,171.29,33.66,2439.03
10,Jowar,C,clay,2016-04-04,2016-07-12,147.58,41.21,2899.23
117,Jowar,A,sandy,2022-05-21,2022-10-02,121.3,19.24,3530.24
106,Paddy,B,sandy,2017-11-20,2018-03-24,110.04,33.53,5734.64
117,Paddy,B,clay,2019-03-14,2019-06-17,115.67,28.3,5235.06
44,Cotton,B,sandy,2000-02-13,2000-06-17,105.75,20.12,2056.82
120,Maize,A,sandy,2005-10-09,2006-02-05,78.26,43.93,3902.11
17,Maize,C,clay,2012-06-23,2012-10-26,135.9,33.32,5336.41
94,Paddy,C,clay,2004-12-16,2005-04-04,189.62,22.26,6619.41
111,Maize,B,sandy,2004-07-23,2004-11-02,127.05,16.07,4269.84
106,Maize,A,clay,2004-04-15,2004-08-16,141.16,0.42,5259.04
164,Paddy,A,sandy,2020-09-23,2020-12-30,67.2,5.68,5751.79
159,Maize,B,sandy,2003-03-22,2003-07-06,56.28,16.24,3346.93
13,Maize,A,clay,2023-12-15,2024-04-15,181.84,12.68,5518.01
93,Maize,C,loam,2017-08-13,2017-12-31,197.23,29.84,5692.44
1,Jowar,C,sandy,2023-10-06,2024-02-11,51.86,14.9,2753.92
54,Paddy,B,sandy,2004-02-19,2004-07-10,179.11,32.58,4799.32
130,Paddy,C,sandy,2023-01-16,2023-05-01,53.15,49.49,6220.33
18,Paddy,C,clay,2016-05-17,2016-10-13,89.56,37.0,5276.77
83,Paddy,B,loam,2004-04-14,2004-07-17,81.02,45.81,5399.27
163,Maize,A,clay,2010-02-02,2010-06-01,175.39,47.03,4779.11
47,Jowar,B,sandy,2003-01-16,2003-05-22,68.99,36.28,2952.99
66,Paddy,A,loam,2010-01-04,2010-04-07,62.05,6.45,5348.65
165,Paddy,B,clay,2022-11-11,2023-03-20,171.07,37.33,7122.04
76,Cotton,B,sandy,2001-04-24,2001-07-31,55.23,47.18,1907.63
67,Jowar,A,loam,2016-04-11,2016-07-20,131.42,45.79,3183.12
163,Cotton,C,clay,1999-07-28,1999-12-16,122.44,25.69,2577.87
39,Paddy,B,clay,2009-05-01,2009-09-26,162.52,5.59,6563.04
121,Cotton,A,sandy,1999-03-14,1999-07-10,96.99,23.48,2407.9
163,Cotton,B,sandy,2012-10-18,2013-01-20,79.25,0.08,2418.44
78,Jowar,B,loam,2020-03-26,2020-08-10,123.82,21.6,2425.57
169,Jowar,A,clay,2001-12-31,2002-05-09,157.59,34.03,3469.0
173,Cotton,A,sandy,2022-11-20,2023-03-18,97.47,45.22,2374.45
12,Cotton,C,sandy,2001-06-13,2001-10-05,185.05,45.58,2684.69
124,Paddy,C,clay,2015-04-16,2015-07-30,105.22,34.7,5515.01
111,Cotton,B,clay,2000-04-12,2000-08-20,122.91,13.49,2124.61
20,Maize,C,sandy,2004-05-02,2004-09-19,136.18,41.92,4669.54
98,Cotton,C,clay,2017-10-20,2018-02-09,118.9,46.42,2088.2
74,Cotton,A,loam,2017-03-01,2017-07-28,57.1,22.97,2216.41
160,Paddy,B,sandy,1998-11-11,1999-03-02,186.68,22.19,7134.82
70,Cotton,A,sandy,2016-07-11,2016-11-19,56.9,48.59,2005.13
35,Cotton,A,sandy,2014-09-21,2015-01-28,113.6,38.52,2652.43
156,Jowar,B,sandy,2018-01-07,2018-04-15,179.16,25.14,2801.77
91,Paddy,A,clay,2012-09-18,2013-01-15,86.97,11.76,7048.92
172,Cotton,C,sandy,2022-05-18,2022-08-16,84.49,0.49,2223.19
151,Jowar,A,sandy,1998-06-12,1998-10-22,109.02,23.27,3114.9
152,Paddy,C,sandy,2012-09-18,2013-02-12,151.14,40.04,4936.01
35,Cotton,C,loam,2017-09-10,2017-12-20,72.68,44.12,2322.52
10,Maize,A,clay,2020-03-12,2020-07-06,126.13,30.98,5339.05
101,Maize,C,loam,2013-05-20,2013-10-14,186.39,16.02,5544.31
28,Cotton,B,sandy,2008-02-13,2008-06-10,98.79,43.25,2821.0
56,Cotton,B,loam,2000-05-14,2000-10-08,108.88,22.99,2519.1
27,Paddy,B,loam,2010-06-02,2010-10-15,109.34,21.21,7172.58
149,Cotton,C,loam,2001-07-02,2001-11-24,160.28,20.83,2375.99
189,Maize,A,sandy,2022-11-27,2023-04-21,51.3,36.06,5612.37
48,Paddy,B,sandy,2020-05-27,2020-08-26,161.74,26.27,5731.38
83,Cotton,C,clay,1998-03-18,1998-06-27,142.59,46.01,2658.73
107,Cotton,B,sandy,2021-04-08,2021-08-23,118.8,16.52,2707.61
175,Jowar,A,clay,2021-02-02,2021-06-28,99.29,48.15,2863.57
140,Paddy,A,clay,2010-07-04,2010-10-08,67.16,24.51,5679.04
141,Maize,A,loam,2007-02-25,2007-06-30,106.0,7.26,5172.79
96,Jowar,C,sandy,2017-04-02,2017-08-13,128.27,30.54,2343.43
18,Jowar,B,loam,2001-07-30,2001-11-15,132.55,0.67,3502.48
157,Paddy,B,loam,2013-07-04,2013-11-17,62.12,7.99,5631.86
161,Cotton,A,sandy,2011-01-12,2011-05-25,120.2,17.64,2290.96
134,Cotton,A,loam,2005-07-21,2005-11-04,135.73,8.5,2439.3
99,Paddy,B,clay,2020-01-10,2020-05-24,119.62,1.35,5512.33
43,Cotton,B,sandy,1998-12-25,1999-04-13,53.48,42.57,2271.88
197,Cotton,A,sandy,2001-08-02,2001-11-07,77.79,44.54,2009.5
186,Cotton,A,sandy,1998-03-23,1998-08-07,170.0,43.35,2602.15
127,Cotton,A,sandy,2022-05-19,2022-10-01,70.43,29.18,2285.89
122,Maize,C,sandy,2011-01-06,2011-05-18,140.94,16.73,4311.22
142,Cotton,A,clay,2015-07-12,2015-10-27,132.21,1.88,2375.58
169,Maize,C,clay,2011-07-06,2011-10-06,50.52,26.56,4871.13
153,Paddy,A,clay,2018-04-29,2018-09-25,65.28,13.27,4955.6
133,Maize,B,clay,2015-01-14,2015-04-24,56.94,38.17,4208.08
184,Paddy,A,sandy,2014-03-02,2014-06-22,105.09,32.81,6223.41
110,Jowar,C,sandy,2022-08-10,2022-11-19,167.75,14.45,3418.65
8,Paddy,B,sandy,1999-08-31,2000-01-09,119.0,20.42,6308.42
172,Maize,C,sandy,2011-08-02,2011-12-15,111.28,20.33,5757.8
154,Maize,C,clay,2005-02-11,2005-07-03,75.42,40.63,4259.74
176,Paddy,C,sandy,2006-10-23,2007-03-20,88.44,40.57,5466.92
71,Jowar,B,loam,2016-12-16,2017-05-02,160.16,48.63,3018.4
20,Jowar,A,sandy,2022-06-11,2022-10-26,135.45,32.68,3153.67
71,Maize,B,clay,2010-06-01,2010-09-15,189.07,15.48,5481.36
121,Maize,A,loam,2012-04-28,2012-09-18,65.08,8.43,4702.48
75,Cotton,A,loam,2019-11-07,2020-03-05,70.73,15.7,2536.21
113,Paddy,A,sandy,2008-09-20,2009-01-28,77.17,32.43,5916.93
73,Cotton,C,clay,2014-08-16,2014-12-28,163.35,22.4,3176.16
80,Maize,A,clay,2010-10-28,2011-03-17,164.93,31.2,4762.48
75,Jowar,A,loam,2017-11-27,2018-04-24,54.22,20.25,2374.24
94,Jowar,C,loam,2001-01-30,2001-05-15,118.81,28.53,3143.53
45,Jowar,A,clay,2006-08-08,2006-11-18,81.0,22.52,3138.58
38,Jowar,B,sandy,1999-07-29,1999-10-31,180.11,40.7,2843.53
163,Maize,A,clay,1998-12-22,1999-04-16,133.47,12.09,5166.14
50,Cotton,A,loam,2002-06-07,2002-09-22,118.0,38.69,2422.98
62,Paddy,C,clay,2010-09-03,2011-01-29,103.8,35.13,6664.62
77,Paddy,A,clay,2005-07-26,2005-12-22,139.52,36.52,6212.64
111,Jowar,C,clay,1999-02-17,1999-06-13,130.05,15.88,3095.98
77,Paddy,A,loam,2023-11-22,2024-03-30,197.08,36.07,5923.39
180,Maize,C,clay,2004-01-30,2004-06-09,126.61,32.69,5612.24
45,Cotton,B,loam,2019-10-11,2020-02-18,77.36,34.24,2397.16
174,Cotton,C,loam,2000-03-29,2000-07-13,54.94,36.27,2092.28
126,Maize,B,clay,2004-09-07,2005-01-12,148.9,35.27,5166.37
176,Paddy,A,sandy,2001-02-12,2001-07-08,80.91,8.28,5391.08
74,Jowar,A,sandy,2002-08-06,2002-12-25,184.87,26.11,2960.51
34,Paddy,C,sandy,1998-03-28,1998-07-13,63.33,27.13,5955.17
4,Jowar,A,sandy,2003-11-10,2004-04-03,93.76,2.49,2420.34
17,Maize,A,loam,2018-03-31,2018-07-13,59.12,32.72,5028.47
45,Paddy,A,loam,2007-08-14,2007-12-04,101.04,21.56,6748.64
89,Paddy,C,loam,1998-01-12,1998-04-26,159.6,42.96,6498.43
190,Maize,C,clay,2018-01-21,2018-06-19,162.38,37.1,4819.92
84,Jowar,A,sandy,2000-11-06,2001-02-09,97.54,14.15,2799.3
20,Paddy,A,sandy,2023-02-21,2023-07-08,147.53,24.44,6521.91
56,Jowar,A,loam,2014-06-03,2014-09-15,97.81,3.81,3086.49
139,Cotton,B,clay,2006-11-04,2007-03-24,113.3,41.04,2463.29
43,Paddy,C,clay,2003-07-05,2003-10-15,156.51,9.86,5474.5
70,Jowar,A,clay,2001-09-15,2001-12-27,118.26,45.49,3256.21
187,Cotton,B,loam,2019-10-19,2020-03-14,169.59,26.63,2492.33
145,Paddy,A,loam,2020-02-23,2020-07-13,117.28,26.64,5490.79
58,Paddy,A,clay,2004-02-03,2004-05-03,148.15,43.18,5093.1
30,Paddy,B,clay,2005-06-18,2005-11-10,177.81,38.91,6041.25
6,Maize,B,clay,2008-05-11,2008-09-24,149.87,47.39,4511.62
169,Jowar,C,sandy,2007-01-14,2007-04-21,51.15,15.45,2214.59
194,Jowar,A,loam,2017-07-08,2017-10-12,135.07,46.0,3616.18
172,Maize,A,sandy,2017-01-05,2017-05-06,52.22,37.0,5040.99
24,Paddy,C,sandy,2012-03-12,2012-06-12,165.08,42.0,6652.38
122,Cotton,C,clay,2013-09-19,2014-01-16,73.6,1.23,1982.56
185,Cotton,A,sandy,2011-08-03,2011-12-08,97.5,21.05,2522.46
21,Paddy,A,loam,2005-02-19,2005-07-04,120.69,35.02,6784.31
159,Maize,A,sandy,2015-10-06,2016-02-05,64.09,27.71,4478.08
30,Maize,B,sandy,2010-12-10,2011-03-25,70.41,20.18,4413.3
168,Jowar,C,clay,2006-11-05,2007-02-14,184.29,17.98,3317.85
105,Jowar,B,clay,2000-11-11,2001-02-16,158.75,16.02,3033.4
156,Maize,A,clay,2006-02-10,2006-05-12,87.05,22.22,5583.66
89,Cotton,A,loam,2014-04-06,2014-08-19,184.63,43.11,2509.79
138,Paddy,B,loam,2010-07-31,2010-12-27,88.56,29.52,6492.0
151,Jowar,A,clay,2012-01-14,2012-06-04,95.35,5.02,2867.57
5,Maize,A,loam,2015-09-01,2016-01-17,89.41,9.21,5417.41
39,Cotton,B,loam,2014-10-15,2015-01-22,199.57,10.24,3268.99
34,Paddy,C,loam,2014-05-10,2014-08-14,146.77,36.39,7217.53
11,Paddy,C,loam,2013-03-15,2013-08-02,159.79,42.63,5344.66
68,Paddy,B,loam,2018-04-15,2018-07-27,118.88,27.82,5985.36
184,Jowar,A,clay,2006-03-29,2006-08-04,176.07,11.52,2538.88
126,Cotton,C,sandy,2002-01-09,2002-05-28,132.78,4.33,2430.08
183,Jowar,A,sandy,2001-01-05,2001-05-10,167.65,4.52,2999.88
3,Jowar,A,clay,2007-03-03,2007-06-28,197.43,39.03,2951.08
2,Cotton,C,sandy,1998-01-24,1998-05-20,156.82,38.18,2062.08
121,Cotton,C,clay,2010-03-19,2010-07-07,75.13,10.92,2425.65
1,Jowar,A,clay,2009-08-13,2009-12-14,98.56,35.06,3160.42
136,Cotton,B,loam,2018-01-09,2018-04-12,111.52,19.0,2321.4
171,Maize,B,clay,2017-11-03,2018-02-26,102.15,34.82,4113.49
133,Jowar,B,sandy,2011-09-15,2012-01-24,191.42,29.23,3037.8
43,Jowar,A,clay,2020-04-29,2020-09-23,103.57,36.32,2953.77
159,Maize,A,loam,2018-05-09,2018-08-28,97.86,46.22,5048.25
53,Jowar,C,clay,2020-06-27,2020-09-28,190.36,37.38,2891.47
47,Jowar,A,loam,2014-09-30,2015-02-15,143.14,10.79,3823.32
94,Maize,A,loam,2023-09-06,2024-01-11,175.86,3.81,6211.71
168,Jowar,C,loam,2020-11-01,2021-02-01,134.07,17.29,3341.46
194,Maize,B,clay,2020-06-26,2020-11-03,140.41,15.95,5531.09
42,Jowar,B,clay,2002-04-10,2002-08-15,76.65,1.69,3242.59
171,Jowar,A,loam,2007-11-04,2008-04-01,87.6,11.42,3376.49
72,Maize,C,sandy,2017-11-14,2018-03-27,110.74,32.82,4413.62
17,Cotton,A,sandy,2013-07-13,2013-11-28,143.28,24.74,1777.79
53,Cotton,C,clay,2016-04-17,2016-08-31,183.71,0.02,2745.06
97,Cotton,A,sandy,2011-09-02,2012-01-05,121.41,12.16,1610.61
49,Maize,C,clay,2020-03-08,2020-07-03,188.03,11.96,4798.69
35,Cotton,A,clay,2010-06-02,2010-10-30,152.97,47.71,3484.11
102,Cotton,B,sandy,2016-02-12,2016-06-27,66.48,27.6,2522.29
185,Jowar,C,clay,2015-12-28,2016-04-05,168.32,37.18,3158.26
192,Paddy,C,clay,2020-12-07,2021-04-09,54.65,21.95,6713.71
59,Paddy,B,loam,2010-06-05,2010-10-29,192.43,25.53,5220.17
102,Paddy,B,sandy,2007-12-21,2008-05-09,103.34,32.19,5689.34
51,Jowar,C,loam,2004-04-08,2004-07-07,59.2,1.03,2167.05
70,Jowar,A,loam,2013-04-10,2013-07-11,70.32,29.22,2909.59
149,Maize,C,clay,2008-12-16,2009-03-31,71.73,9.11,4868.38
2,Maize,B,clay,1999-01-22,1999-06-03,181.13,44.72,4453.7
106,Paddy,C,sandy,2011-11-16,2012-02-29,57.44,49.49,5313.83
96,Cotton,A,sandy,2009-03-15,2009-08-06,93.45,20.28,2128.73
161,Maize,B,clay,2021-01-12,2021-05-26,87.09,25.04,4674.84
103,Jowar,C,clay,2018-09-29,2019-01-27,68.31,6.79,2795.37
98,Cotton,C,sandy,2008-03-07,2008-06-08,143.2,25.94,2187.58
57,Jowar,B,clay,2017-04-23,2017-07-28,80.68,14.6,2601.66
197,Cotton,B,loam,2014-07-08,2014-11-21,146.98,1.16,2986.02
4,Paddy,C,loam,1999-08-23,2000-01-03,120.37,32.16,5334.19
55,Jowar,C,sandy,2015-03-28,2015-07-12,184.81,44.83,3151.98
89,Cotton,A,sandy,2017-05-24,2017-10-18,104.85,12.33,2505.74
161,Cotton,C,sandy,2000-06-09,2000-09-23,195.0,17.42,3044.09
26,Paddy,B,sandy,2004-06-10,2004-09-21,142.91,15.01,6640.07
191,Maize,B,sandy,2020-01-08,2020-04-15,194.44,10.55,4917.22
155,Paddy,B,loam,2003-06-12,2003-11-09,159.9,16.34,5837.76
2,Cotton,A,sandy,1999-08-22,1999-12-27,169.72,0.92,2418.25
44,Jowar,B,clay,2020-12-09,2021-03-15,199.58,21.61,2519.96
157,Maize,C,sandy,2003-06-06,2003-10-04,147.47,44.7,3808.36
89,Cotton,A,sandy,2003-03-08,2003-07-25,174.07,12.77,2671.33
61,Cotton,B,clay,2016-10-14,2017-03-09,188.51,22.1,3110.33
43,Cotton,C,sandy,2022-11-27,2023-04-18,179.95,27.83,2560.61
180,Paddy,B,sandy,2003-10-25,2004-02-10,51.73,22.74,6833.32
150,Cotton,A,loam,2008-11-11,2009-03-22,188.88,18.03,2565.36
116,Maize,A,clay,2004-08-16,2004-12-17,125.46,21.01,5307.5
22,Maize,B,clay,2022-11-11,2023-04-08,138.52,4.94,4750.46
162,Jowar,B,sandy,2017-03-11,2017-07-22,187.45,14.41,2642.83
79,Maize,B,clay,2018-09-01,2018-12-01,168.38,37.85,4880.21
75,Cotton,C,clay,2002-02-18,2002-05-24,128.79,17.36,2744.53
